tb9id,uid,sid,topID,quesID,quesAns,bonusWord,bonusWordCnt,bonusMoney
183,399,A3RQDXPX5IL4N6,1,k2,"Bone Graft
-Can receive grafts from other people, self, or man-made
-Used to treat diseases
-can become have chronic pain after surgery in area of surgery
-bones are frozen before transplant to preserve it

Blood donation
-several different blood types
- blood is tested for diseases before given to donor 
-Type O used in emergencies, type AB can receive any other blood type
-Some blood types are more common in certain races

Corneal transplants
-eye has 3 layers
-there are different transplant techniques 
",bone graft people diseases pain surgery area surgery bones transplant blood donation blood types blood diseases donor type emergencies type blood type blood types transplants eye layers transplant techniques,29,1.45
184,400,text6,1,k2,now please type donation transplants,type donation transplants,3,0.15
185,401,test7,1,k2,test,test,1,0.05
186,402,1001,1,k2,"Bone grafts may be necessary for people who have fractured a bone or for people with diseases that cause bone loss. 
Bone grafts are common in the hip, spine, and knee regions. 
The bone tissue may come either from the patient themselves or from a donor who has died. 
Bone grafts may result in chronic pain if the doctor accidentally damages nerves during surgery. 
Bone samples must be screened and tested throughly to ensure that they are safe for the recipient (e.g. that they are not cancerous bones). 
Sometimes man-made bones are used in bone grafts. 


Blood donation is another important way that donors can make a difference because many people need blood transfusions everyday. 
Blood is either collected from donors in its whole form, or it is separated into its four different parts: red blood cells, white blood cells, plasma, and platelets. 
Plasma and platelets help with blood clotting in the body. 
Red blood cells make hemoglobin. 
The red and white bloods cells work to defend the body again infection. 
AB Plasma is the plasma type that can be accepted by anybody (i.e. it is the universal type). 
People can safely donate plasma once a month.
It is not advisable to take Aspirin for at least 48 hours before donating blood, as Aspirin is a blood thinner.
Sometimes people have blood taken to be used by themselves at a later stage (e.g. after surgery). 
It is safe to donate approximately 1 pint of blood at a time. 


The cornea is a cone-shaped part of the eye. 
It consists of three layers. 
Sometimes a corneal transplant replaces the whole cornea, and sometimes not all of the layers need to be replaced. 
A person might need a corneal transplant after having cataract surgery, or if they have some disorder, such as Fuchs disorder. 
The cornea is a delicate structure and rejection occurs in 1 of 5 cases. 
Scientists from Switzerland and Canada have developed a synthetic cornea made of collagen. 
Generally people who are waiting for a cornea are able to get one quickly compared to a liver or heart transplant. This is because more people seem willing to donate their corneas. 







",bone bone diseases cause bone loss bone hip spine knee bone tissue patient donor bone result pain nerves surgery bone bones bones bone blood donation donors blood transfusions blood donors blood cells blood cells plasma platelets plasma platelets blood body blood cells hemoglobin cells body infection plasma plasma plasma aspirin blood aspirin blood blood surgery pint blood cornea eye layers transplant cornea layers transplant cataract surgery disorder disorder cornea rejection cases scientists cornea collagen cornea liver heart transplant corneas,79,3.95
187,403,2001,1,k2,"Bone Grafts

Bone grafts may be done to repair diseased or injured bone, or to fill in spaces where bone has deteriorated.

Grafts most commonly done on spine, legs, one other place?

Pain may result from grafts if surgeon damages nerves near bone.



Blood Donation

Blood donation may consist of complete blood donation, or just red cell donation.

Large needle is used when red blood cells are taken.  Other three parts of blood (white cells, plasma, platelets) are returned to body without damage.  Saline is also added.  Saline may cause patient may be light-headed after procedure.

Red cell collection takes 2 hours, only 10 minutes of which are actual collection.

Liquid is returned to blood system in 24 hours; red cell replacement takes longer. 



Corneal Transplants

The cornea is made of 3 layers, and it is dome-shaped.  It has no blood vessels, but gets its nourishment from tears.

It may be replaced completely, or just one or two of the layers may be replaced.

Corneal transplants are more common than liver or kidney transplants, because more people donate corneas at death.

Corneas are replaced to improve focus or to improve the way they look.  




",bone bone repair bone bone spine pain result surgeon nerves bone blood donation blood donation blood donation cell donation needle blood cells blood cells plasma platelets body damage saline saline cause patient procedure cell collection collection blood system cell replacement transplants cornea layers blood vessels tears layers transplants liver kidney transplants corneas death corneas focus,55,2.75
188,404,1002,1,k2,,,0,0.00
189,405,2002,1,k2,"Bone graft is usually bone donated by deceeded person and grafted to injured area of patient called allograft or can be done with bone from patient. Only occasionally is there a problem. 



Blood transfer—there are four blood types A, B, AB, O.  AB can receive all blood types.  O is most common.  Although that varies by nationality.
Individuals that have had certain diseases can not provide blood.  




Cornea transplant—cornea of a patient can be replaced by donor. There are 3 layers of the cornea with middle being called the Stoma.    Sutures are used and maybe in for as long as a year.
",bone graft bone patient allograft bone patient blood blood blood diseases blood cornea patient donor layers cornea sutures,18,0.90
190,406,1003,1,k2,"•	Corneas thrive off of oxygen from tears not from blood supply 
•	Most corneas come from deceased donors 
•	Many people are choosing to donate their corneas after they die 
•	Corneas have three layers 
•	Not all layers need to be replaced during surgery 
•	A new procedure allows a surgeon to inject an air bubble under the transplanted tissue, and then the cornea heals around it 
•	After surgery, corneas can take a few weeks to a year to regain full focus ability 
•	Corneas are transparent 
•	Bone grafts are done usually in the hips, knees, and spines 
•	People who smoke have a harder time recuperating from bone surgery because there is less blood flow to the graft   
•	Bone grafts are done to repair bones that have not healed properly 
•	Often times surgeons fuse the bones together, usually in spinal surgeries 
•	A bone graft from the patient is called an autograft 
•	Bone grafts from donors are called allograft
•	Donor banks test the bone they receive from donors to make sure they won’t transfer anytime of disease 
•	Many people receive bone grafts after battles with cancer, or if a bone break/fracture did not heal properly 
•	Blood donation can be done if various ways in order to get different parts of the blood (i.e. plasma donation)
•	 During blood donation a nurse cleans the area and then inserts a large needle 
•	Healthy adults can donate up to one pint of blood and be fine afterwards 
•	A large needle is used during donating to ensure the red blood cells are not damaged. 
",corneas oxygen tears blood supply corneas donors corneas corneas layers layers surgery procedure surgeon air bubble tissue cornea surgery corneas focus corneas bone hips knees spines smoke bone surgery blood flow graft bone repair bones surgeons bones surgeries bone graft patient autograft bone donors allograft donor banks test bone donors transfer disease bone cancer bone blood donation blood plasma donation blood donation nurse needle pint blood needle blood cells,69,3.45
191,407,1004,1,k2,"Bone grafts are very useful, and can be used for repairing injured bone or just for reinforcing weak bones. Usually an incision is made in the bone, near the injured site, and new bone tissue is put in, to form a framework for new bone growth. Athletes who have injured knees or people who have back pain can either have bone grafts in the knee of spine. Compared to other types of surgery, this surgery causes minimal trauma for the patient, but there is still risk of the patient rejecting the inserted bone tissue. 

Bone grafts are separated into three types, according to where the transplanted bone comes from. When a patient transplants a part of his own bone into a new site, it is called an autograph. The bone can come from many places, such as the hip, but never the knee or the spine. If the transplanted bone comes from another donor, usually a deceased one, it is called an allograph. Nowadays, there is also the choice to use synthetic bone.

Blood donation starts with the process of collecting blood, and there are two different ways. The first method is taking whole blood directly from the vein. The skin over the vein from which we want to collect blood is thoroughly sanitized, and a large needle is usually chosen to minimize the shearing damage that the red blood cells might suffer from when passing through the needle. The second method is called apheresis, where blood is passed through a machine before collection. These machines can separate blood, and allow us to collect only what we need. 

When donating blood, we match up the donor and the recipient’s blood type to reduce the chance of rejection. There is type O, type A, type B, and type AB. They either have antigen A, antigen B, both, or neither. 40% of the people in America are type O, type B is more common in Asia, and type A is more common in Europe. People who are type O are called universal donors while type AB people are called universal recipients. There is also a difference between Rh-positive and Rh-negative. If someone is Rh-positive, they can receive both Rh-positive and Rh-negative blood. When there is an emergency, however, and there isn’t enough time to test a patient’s blood type, the patient is given type O blood. 

Blood banks do many things, including storing blood, testing blood, and processing it. Blood congeals, or “coagulates”, very soon if it isn’t treated. In order to store blood for long periods of time, blood banks inject anticoagulants into the collected blood. Blood banks can also test blood for HIVs, and modern technology has become so reliable that there is less chance of getting an HIV from donated blood that getting stung by a wasp. Some people are allergic to the white blood cells in donated blood, and blood banks can process the donated blood beforehand to separate the white blood cells. 

The cornea is what allows our eyes to focus and see. There are two types of corneal transplants, the first replaces only the outer layer of the cornea, and the second replaces the outer, middle, and inner layer of the cornea. Many people have elected to donate their cornea upon passing away, so the wait for corneas is not as long as the wait for livers or kidneys. The interesting thing is that in all layers of the cornea, there are no veins, so the cornea receives its nutrition from the oxygen contained in tears. ",bone bone bones incision bone bone tissue framework bone growth athletes knees pain bone knee spine surgery surgery causes trauma patient risk patient bone tissue bone bone patient transplants bone bone hip knee spine bone donor bone blood donation process blood method blood vein skin vein blood needle shearing damage blood cells needle method apheresis blood machine collection blood blood donor recipients blood rejection donors recipients blood test patients blood patient blood blood banks blood testing blood processing blood store blood blood banks blood blood banks test blood blood blood cells blood blood banks process blood blood cells cornea eyes focus transplants layer cornea layer cornea cornea corneas livers kidneys layers cornea veins cornea nutrition oxygen tears,117,5.85
192,408,1005,1,k2,,,0,0.00
193,409,1006,1,k2,,,0,0.00
194,410,2003,1,k2,"Bone graft: allograft comes from doners, usually young and maybe died from an accident.  Doner tissue is Tested for disease, and cannot have had cancer. Auto graft bone come from yourself. block transplant is large graft. Autografts do not come from knees or spine, but from hips. Advantage of autograft is no rejection.  There can be pain after surgery caused by cutting of nerves.  Advantage of Allograft there is only one operation, because you don’t have to  harvest bone from another area in the patient.  New Bone grows around the graph. Atheletes usually get allografts. 
Corneal Transplants: Fuchs’ Dystrophy. Can be inherited, 50% chance if one parent has it, but also can appear for unknown reasons. Noticeable by time age of 50.  Fluid builds up in the inner layer of the cornea, especially during sleeping. Vision can be affected, so it is important to get it diagnosed. But can start in 30’s. there are 3 layers in the cornea, the dome shaped cornea is used for focusing. 
Blood donations: large needle used so red blood cells are not damaged. Blood in held in a plastic bag. Body replaces lost fluids in 24 hours, and blood cells in a few weeks.  The skin in cleaned before inserting the needle. Platelets can be donated at a higher volume, because the rest of the blood can be returned to the doner.  Donations are used to treat cancer patients. 
",bone graft allograft accident tissue disease cancer graft bone block transplant graft knees spine hips autograft rejection pain surgery nerves allograft operation harvest bone patient bone transplants dystrophy age fluid layer cornea vision layers cornea cornea blood donations needle blood cells blood plastic body fluids blood cells skin needle platelets volume blood donations cancer patients,55,2.75
195,411,1007,1,k2,"Bone grafts are usually done in the spine, hips, and knees. They can involve grafting onto bone, tendons, or cartilage. A lot of the time, people need bone grafts when they have cancers or tumors. Bone grafts involves the surgeon making a deep incision in the bone so that the graft can be inserted into the patient. The bone graft provides a structure on which the patient’s own cells can grow and multiply. However, there is the risk of the patient’s body rejecting the graft. The graft site may also be in pain after the procedure if the doctor accidently cuts into a nerve. Bone grafts can be taken from the patient’s own body (called autograft), from a donor (called an allograft), or be a man-made substance. Bone grafts usually come from deceased donors that were in good health while they were alive. The health of the patient is strictly screened for and the donated bone grafts are kept frozen at donation banks.
	The cornea is the clear, dome-shaped part of the eye. There are three layers to the cornea – the epithelium, stroma, and endothelium. A cornea transplant can replace all three layers or just one or two of the layers. The transplant is done by making an incision in the side of the eye, removing the damaged tissue, inserting the transplant tissue, and then either sewing the incision closed or gluing it closed. Cornea transplant donors are deceased individuals that passed strict health and quality standards. Diseases that may require corneal transplants are cataracts, herpes, and a disease in which the cornea starts to take on a cone-like bulge. When a patient has cataracts, the cataract is first broken up by very small waves of energy and then these pieces can be suctioned out. Although there are two types of herpes, it is mostly herpes I that affects the cornea, although herpes II can migrate and affect the cornea as well. Corneal transplants can involve inserting something under the patient’s iris that becomes a permanent part of the eye. This insertion allows light to focus on the retina more properly so that vision is restored.
	Blood donation can be done as a whole blood donation (where all components of the blood are given) or as a donation of just one component of blood. The four components of whole blood are red blood cells, white blood cells, platelets, and plasma. The donation time depends on the type of donation and what is being harvested, but can range from 1 hour to 2 hours. Donating whole blood takes about 1 hour, with the actual collection time being about 10 minutes. Donating just a component of the blood (called aphaeresis) can take up to 2 hours. The red blood cells are important because they contain hemoglobin, which is a protein that transports oxygen throughout the body. Platelets help the blood to clot at wound sites. Plasma is the fluid part of blood and comprises about 55% of the blood volume. Plasma also helps with clotting. Double red blood cell donation can also be done and this requires special criteria from the donor – they must have high hemoglobin levels. In this procedure, the red blood cells are separated from the rest of the blood and collected, while the rest of the blood is transfused back into the donor with some saline. This can leave the donor feeling more hydrated than they previously were.
",bone spine hips knees bone tendons cartilage bone cancers tumors bone surgeon incision bone graft patient bone graft patients cells risk patients body graft graft pain procedure nerve bone patients body autograft donor allograft substance bone donors health health patient bone donation banks cornea eye layers cornea epithelium stroma endothelium cornea transplant layers layers transplant incision eye tissue transplant tissue incision cornea transplant donors health quality diseases transplants cataracts herpes disease cornea bulge patient cataracts cataract herpes herpes cornea herpes cornea transplants patients iris eye light focus retina vision blood donation blood donation components blood donation component blood components blood blood cells blood cells platelets plasma donation donation blood collection component blood blood cells hemoglobin protein oxygen body platelets blood plasma fluid blood blood volume plasma blood cell donation donor hemoglobin procedure blood cells blood blood donor saline donor,139,6.95
196,412,1008,1,k2,,,0,0.00
197,413,1009,1,k2,"CORNEAL TRANSPLANTS
3 layers of cornea:
-	epithelial (outer), endothelial (inner), stroma (middle)
-	each helps focus the eye
cornea facts
-	on the outer layer of the eye
-	no blood vessels therefore gets nutrients and oxygen from tears
surgery
-	called keratoplasty
-	types: penetrative surgery: replace all layers, ____ surgery: replace 1 or 2 layers
-	reasons: reduce pain, better vision, improve appearance of damaged/diseased cornea
-	relatively low wait time because there are many posthumous cornea donors

BONE GRAFTS
Overall
-	surgery that replaces bone tissue, generally in hip, knee, or spine
-	reasons inc. back pain, cancer (where surgeries have permanently damaged bone), degraded bone, athletes, etc.
-	rigorous medical history screening for donors
-	types: autograft, allograft, and artificial bone tissue graft (benefits of latter include lack of a waiting list and lower risk of infection and rejection )
Autograft
-	from own body
-	generally from hip (or other nonessential bones, not knees)
-	benefits: live bone, lower risk of rejection/transplant complications, don’t have to wait for donor
-	risks: second surgical incision (therefore increased pain, possibility of infection)
Allograft
-	from other body (generally posthumous donations)
-	screened (4 HIV cases from fresh frozen, 0 disease transmissions from freeze dried – now most common method), cancer history not allowed to donate, generally from young, disease-free adults (posthumous)
-	benefits: only 1 surgery on patient (therefore lower risk of infection, lower pain, etc.)
-	risks: longer wait times (few donors), higher risk of rejection, possibility of infection from donated bone tissue (however, low)

BLOOD DONATION
Screening
-	HIV risk (now very low due to good screening) and Creuks-Jacobs (human mad cow) risk (if in contact with affected patient, may not donate) very low
-	Minimum age (16 or 17 depending on state) and weight limits (upper limit often determined by donation chair/bed, if at all) because development and body weight affects possibility of side effects (fainting, exhaustion, anemia, etc.))
-	Many screening questions, medical history screening
-	Cannot donate during pregnancy/6 weeks after, for 1 year following a transfusion, while healing from surgery, and other conditions without a doctors’ express permission
Uses
-	Transfusions (blood can last weeks to up to a year, depending on method)
-	Remove certain cells (i.e. in cancer patients, such as those with leukemia)
Process
-	Large needle used to prevent damage to blood cells
-	Blood goes through clean plastic tubing into flexible bag (where it is collected and sealed)
-	Blood is sent to a large screening center to ensure it is safe and disease-free
-	Fluid levels return to normal within a few days, different cell levels within a few weeks
Blood Type
-	A, B, AB, O (Universal)
-	Locations often correlates with type (40% US is type O, Europe largely type A, Asia/South Asia largely type B and AB)
-	Also Rh+ and Rh- (+ can accept both)
-	Accepting the wrong blood type can lead to nausea, skin yellowing, pain, etc.. and possibly even death
Removing certain types of cells
-	Can only remove certain types of cells, and return majority of fluid/other cell types to donor (therefore can take more of any one cell type)
-	Used to treat certain diseases such as leukemia
-	Usually 1 needle per arm, blood flows through machine to be separated then returned. If veins are too small, needles can be put on 1 or both sides of the neck

",transplants layers cornea stroma focus eye cornea layer eye blood vessels nutrients oxygen tears surgery keratoplasty surgery layers surgery layers pain vision appearance cornea cornea donors bone surgery bone tissue hip knee spine pain cancer surgeries bone bone athletes history screening donors autograft allograft bone tissue graft risk infection rejection autograft body hip bones knees bone risk complications donor risks incision pain infection allograft body donations cases disease freeze method cancer history surgery patient risk infection pain risks donors risk rejection infection bone tissue blood donation screening risk screening cow risk patient age weight limit donation body weight effects fainting screening history screening transfusion healing surgery conditions doctors transfusions blood method cells cancer patients leukemia process needle damage blood cells blood plastic blood screening fluid return cell blood blood skin pain death cells cells return cell donor cell diseases leukemia needle arm blood flows machine veins needles neck,148,7.40
198,414,1010,1,k2,"-Blood transfusions are used for patients who need surgery
-A healthy human can donate about a pint of blood and be ok
-The body recovers fluids within 24 hours and will recover the lost red blood cells in a few weeks
-One method to get blood is apherisis (sp?). This is when blood from the whole body goes through a machine and separates parts of the blood. This makes it easier to get certain parts of the blood, such as plasma, red blood cells, or platelets
-Another method to get blood is to acquire it using a needle. This is the more common way
-The needle helps keep the red blood cells from being damaged
-The blood is usually stored in a flexible plastic bag 
-Bone grafts are used to repair tissues in the body
-There are 2 types of bone grafts – allograft and autograft
-An allograft is when bone is taken from someone else, autograft is when bone is taken from the person
-One positive aspect of allografts is that the patients dont need to have 2 surgeries. This is also positive because it would cost them less money as well
-Although an autograft requires 2 surgeries, it is sometimes recommended because there is less of a chance that the body will reject the bone graft, since it comes from the patients own body
-autografts often do a better job of growing fresh bone 
-to perform the surgery, doctors usually take a section of bone from nonessential bones, such as the hip. 
-patients can sometimes feel pain from a bone graft surgery, but since medicine has become more advanced, this is less likely
-many people are donating their corneas after they die, so those who need corneas won’t have as long of a wait as those who need kidneys or other organs
-corneas have no veins or blood vessels, they absorb oxygen from ears
-corneas have 3 layers, endothelium, epithelium, and stroma. 
-not all surgeries penetrate all 3 layers but, they can.
-one corneal disease is keratoconus. This is when the cornea is coned shape. The cause of this disease is still unknown, but it is thought to be genetic because if your parents had this disease, there is a 50% chance that you will get it. The coned shape cornea will caused blurred/damaged vision, which is why you would need a transplant if you had this disease 
-corneas play a large role in focusing 
",blood transfusions patients surgery pint blood body fluids blood cells method blood blood body machine blood blood plasma blood cells platelets method blood needle needle blood cells blood plastic bone repair tissues body bone allograft autograft allograft bone autograft bone patients surgeries autograft surgeries body bone graft patients body bone surgery doctors bone bones hip patients pain bone graft surgery corneas corneas kidneys organs corneas veins blood vessels oxygen corneas layers endothelium epithelium stroma surgeries layers disease cornea shape cause disease parents disease shape cornea vision transplant disease corneas role,90,4.50
199,416,2004,1,k2,"Bone grafts can be done from individual or donor.  Recovery and pain may be more prevalent when bone comes from individual because it requires to surgeries.  Body may reject bone from donor.  Common areas within the body for bone transplants are done include knees, lower back and legs.

Cornea transplants could be transplant of total eye or one of three layers.  Cornea transplants are more common and require less waiting time because corneas are harvested from dead people.  Corneas do not gain nutrition from blood supply but rather from oxygen in tears.  Transplants are done for damaged or diseased eyes.

Blood transfusions are safer now because of testing done to check medical history from donors and way in which blood is withdrawn.  Blood can be separated time of transfusion to remove white blood cells as some may be allergic to white blood cells.  Types of blood include A, B, AB and O.  O is universal type of blood.  Different geographic regions may have more prevalent type of blood.  Asia and India – Type A.
When babies are born a small percentage may have a liver function issue to remove billrubin from blood.  This requires a regular transfusion to remove.  Blood can be stored for many years in either a live state or freeze state.  Less likely to transmit disease in freeze state.  
",bone donor recovery pain bone surgeries body bone donor body bone transplants knees cornea transplants transplant eye layers cornea transplants corneas corneas nutrition blood supply oxygen tears transplants eyes blood transfusions testing history donors blood blood transfusion blood cells blood cells blood blood blood liver function blood transfusion blood freeze disease freeze,52,2.60
200,417,2005,1,k2,"Bone Grafts: come from used for knees, hips, spines.  3 types: from self, a donor (deceased), man-made material.  Donated material is checked for diseases and other things that make it not suitable; it is frozen and kept tip needed at a bone tissue bank.  When needed a deep cut is made in the bone and the graft material inserted; the graft material provides a structure for new growth of bone.  A doctor can inadvertently cut a nerve which can result in chronic pain.  Additionally there is a small possibility that the graft will be rejected by the body.

Blood donation: Humans have 4 blood types: a, b, ab or o.  O is a universal donor material that can be used by anyone; AB is a universal receiver - it can have transfusions of any of the blood types.  Blood donations are normally whole blood, but there are specialized donations of just red blood cells, platelets or plasma - one is hooked to a machine and this process extracts the desired ingredient and the remained is injected back into the donor.  Some people are allergic to white blood cells in a transfusion and that is a reason they are sometimes removed.  After the blood is donated it is normally stored in a flexible plastic bag; it has anti-clotting agents added and is refrigerated; donated blood can be kept up to a few years.  Blood donors are tested for diseases (HIV for example) and disqualified from donating.  A blood donor regenerates the fluids removed in a day and the blood cells in about a month.  People under 110 pounds are disqualified, as are pregnant women up until 6 weeks after the birth of the child.  There is no maximum weight limit for a donor except if the weight is too great for the chair they will be using.  A blood donation is normally about a pint.  Dizzyness is a potential after effect of donating blood, more common in people with low weight.

Corneal Transplants:  the cornea consists of three layers:  ehelium outer layer; stoma middle layer, and exhelium inner layer.
The outer layer protects the cornea from physical damage, it extracts oxygen from tears to nourish the cornea, and one other thing.  The middle layer is about 90% of the thickness of the cornea and is made up of about 100 layers.  Corneal transplants can replace the entire cornea or just some layers.  If the entire cornea is replaced, the new cornea is held in place with very thin nylon suchers. If just the top layer is replaced it is also held in place with thin nylon suchers.  If just the bottom layer is replaced, a bubble of air is inserted under it and that holds it in place until it heals.  Transplants take a long time to heal - up to a year, and the suckers are often left in that long.  It may often take up to a year for full vision acuity to return.  Many people allow their corneas to be harvested when they die, so there is typically not a long wait for a transplant.",bone knees hips spines donor material material diseases bone tissue bank bone graft material graft material growth bone nerve result pain graft body blood donation blood donor material transfusions blood blood donations blood donations blood cells platelets plasma machine process donor blood cells transfusion blood plastic agents blood blood donors diseases blood donor fluids blood cells pounds birth weight limit donor weight blood donation pint blood weight transplants cornea layers layer layer layer layer cornea damage oxygen tears cornea layer thickness cornea layers transplants cornea layers cornea cornea nylon layer nylon layer bubble air transplants vision acuity return corneas transplant,100,5.00
201,418,2006,1,k2,"Blood can be donated by persons age 16-17 depending on state.
Whole blood can e taken from a vein and deposited in a pouch.
Or blood can be separated into components and stored for use.
Blood contains red blood cells and white platelets.
Blood can be refrigerated to prevent coagulation.
Blood can be type A,B, or O; O is most common, about 40 percent
  Of people have type O.  Percents depend on geographic areas.
Persons who weigh less may be more affected by donating blood,
Becoming dizzy or having some reaction.
Donated blood is checked for certain complications like HIV,
Hepatitis, etc.
Blood can be negative or positive and it affects the matching
Opportunities between donor and recipient.
A blood donor restores lost fluids  within 48 hours, and red
Blood cells over a period of days.

Bone grafting can be allygraft (  from another person),
Or autograft (from another part of the body).
Grafting can be helpful(restorative) after surgery that has
Affected the bone or injury to the bone.  Sometimes the grafting is rejected.
",blood age blood vein blood components blood blood cells platelets blood coagulation blood blood reaction blood complications hepatitis blood donor blood donor fluids blood cells period bone autograft body surgery bone injury bone,33,1.65
202,419,1011,1,k2,"Bone grafts – allografts are from other people
-	largely come from deceased
-	special screening and immaculate conditions needed to prevent contamination
		Autografts are from your person
-	require two surgeries, usually get unnecessary bone, example was from the hip
-	wont be rejected
Largely used in hip, knee, and spine surgery
Used to repair bone, tendons, and cartilage
Athletes use it to grow new bone
People who get spine surgery use it to improve density and strength of bone

Corneal transplants – there are three layers of the cornea, epi-, endo- (most inside), and stroma (middle)

Kerato- seems to be the prefix for cornea

Transplants come from the deceased and are fairly popular meaning shorter waiting times for patients

There are multiple diseases that might need a corneal transplant, examples: Keratoconus (cone-shaped cornea), post cataract surgery if damaged, and another one I cant remember the name of about the innermost layer having cells deteriorate and blistering and swelling 


Blood donation- taken with large needle to prevent damaging useful red blood cells
		Apheresis is another type of extraction method
-	uses a machine
-	separates out red blood cells, plasma, and platelets for specific purposes
Can donate 1 pint in a sitting
Liquids are replaced by the body within a day and the red blood cells within the next few weeks

",bone screening conditions contamination surgeries bone hip hip knee spine surgery repair bone tendons cartilage athletes bone spine surgery density strength bone transplants layers cornea stroma cornea transplants patients diseases transplant cornea cataract surgery layer cells blood donation needle blood cells apheresis method machine blood cells plasma platelets pint body blood cells,52,2.60
203,421,2007_2,1,k2,"Learned three types of bone graft: allo, auto, and artificial. Two types of cell have different functions: osteo--- ones build up bone, other  osteoclastic  breaks down bone. The goal is to have cells generate new bone.   Source of bone from other (deceasd) donors are prepared to be free of disease, infection, etc. 
Pain can result from surgery (esp. if nerve cut or damaged). Crest of pelvis good source of cells or bone. 



Three layers of the cornea (which is clear and has no blood supply, so gets oxygen from tears).  Epithelial, endothelial, and ?stoma. Most transplants from deceased donors (most common types).  Can have partial (different layer) transplant.  Can restore lost vision.  
",bone graft cell functions bone bone cells bone bone donors disease infection pain result surgery nerve cells bone layers cornea blood supply oxygen tears transplants donors layer transplant vision,29,1.45
204,422,2008,1,k2,"Corneas have 3 layers, the epithelial, the stroma, and the endothelial. Only the epithelial layer has the ability to regenerate. The epithelial layer is the thinnest layer. The stroma is about 90% of the cornea in thickness. The purpose of the epithelial layer is to prevent objects from entering the eye and to help focus light. It is sensitive and that helps prevent injury. It also absorbs nutrients from the tears since the cornea does not have blood vessels. The stroma has a large number of layers. If one layer is damaged or diseased, a medical procedure can replace just the damaged layer. Some stroma cells can do some repair. The endothelial layer can stretch to cover damaged or diseased cells, but this reduces the transparency of the cornea. Corneas can be replaced using donated corneas. These come from deceased persons. More corneas are donated than other organs so people needing cornea transplants do not need to wait long. The transplant is done with a tiny instrument that looks like a tiny cookie cutter. After the epithelial layer is operated on, it is joined with nylon sutures. They can be left for weeks or even permanently. Just a few of The stroma layers can be operated on at one time if needed. When the endothelial layer is operated on, the surgeon may use a needle to force a small bubble of air between the stroma and endothelial layer to force the endothelial layer into place. It is not sutured and this allows it to heal faster.

Blood donations are used to get needed red blood cells, plasma, and another item. The red blood cells can be damaged while withdrawn so a large needle is used to prevent that. The blood is stored in flexible plastic bags. A procedure can draw blood and separate it into blood cells, plasma or other and retain only the needed part. A donor can donate a pint of blood and will regenerate it in 24 hour. 

Bone grafts can be 12 inches long. Bone is regenerated from live cells. One article also described artificial bone that can help a destroyed bone to regenerate. The bone graft can be from the patients own bone and is usually taken from the pubic area. Bone marrow can be used to help regenerate bone. If a surgical operation is needed, the patient will take longer to heal. If bone marrow is used, the surgeon can extract the marrow with a needle and insert it with a needle. This will result in shorter healing time. Bone has two layers.
",corneas layers stroma layer layer layer stroma cornea thickness layer eye focus light injury nutrients tears cornea blood vessels stroma layers layer procedure layer stroma cells repair layer stretch cells cornea corneas corneas corneas organs cornea transplants transplant cookie cutter layer nylon sutures stroma layers layer surgeon needle force bubble air stroma layer force layer blood donations blood cells plasma blood cells needle blood plastic procedure blood blood cells plasma donor pint blood bone bone cells bone bone bone graft patients bone bone marrow bone operation patient bone marrow surgeon marrow needle needle result healing bone layers,97,4.85
205,423,2009,1,k2,"Bone graphs are used to repair damage.  The sources can be from the same patient called an autograph or from donor called an allograph or synthetic.  Doctors may cut into the bone area and the after effects may be painful to varying degrees.  The source of material from others is usually a deceased person who has agreed to be a donor.

Eye part transplants are done to correct various deficiencies that impact vision.  Most conditions are due to hereditary conditions but some come from infections such as Type 1 herpes. Cornea transplants can involve up to three layers. For the inner layer, the doctor will insert a device that sonically destroys the inner layer for easy removal. Replacement  can be from a donor or synthetic. 

Blood transfusions can involve whole blood or components such a red, white platelet or plasma . The component donation takes longer and includes returning the uncollected portion back to the donor. This return portion is supplemented with saline solution to maintain the donors blood pressure.  If donating platelets the patient is asked to stop taking aspirin.

The shelf life of these donated components varies from days to years.  The advantage of self donation is avoidance of tissue rejection.  In the case of materials received from others, special attention is paid to match patient to donor to minimize rejection. 


",bone repair damage patient donor doctors bone effects material donor eye transplants deficiencies vision conditions conditions infections herpes cornea transplants layers layer layer replacement donor blood transfusions blood components plasma component donation donor return saline donors blood pressure platelets patient aspirin life components donation tissue rejection case materials patient donor rejection,51,2.55
