tb8id,uid,sid,topID,quesID,quesAns
124,410,2003,1,k2,"Bone graft: allograft comes from doners, usually young and maybe died from an accident.  Doner tissue is Tested for disease, and cannot have had cancer. Auto graft bone come from yourself. block transplant is large graft. Autografts do not come from knees or spine, but from hips. Advantage of autograft is no rejection.  There can be pain after surgery caused by cutting of nerves.  Advantage of Allograft there is only one operation, because you don’t have to  harvest bone from another area in the patient.  New Bone grows around the graph. Atheletes usually get allografts. 
Corneal Transplants: Fuchs’ Dystrophy. Can be inherited, 50% chance if one parent has it, but also can appear for unknown reasons. Noticeable by time age of 50.  Fluid builds up in the inner layer of the cornea, especially during sleeping. Vision can be affected, so it is important to get it diagnosed. But can start in 30’s. there are 3 layers in the cornea, the dome shaped cornea is used for focusing. 
Blood donations: large needle used so red blood cells are not damaged. Blood in held in a plastic bag. Body replaces lost fluids in 24 hours, and blood cells in a few weeks.  The skin in cleaned before inserting the needle. Platelets can be donated at a higher volume, because the rest of the blood can be returned to the doner.  Donations are used to treat cancer patients. 
"
125,411,1007,1,k2,"Bone grafts are usually done in the spine, hips, and knees. They can involve grafting onto bone, tendons, or cartilage. A lot of the time, people need bone grafts when they have cancers or tumors. Bone grafts involves the surgeon making a deep incision in the bone so that the graft can be inserted into the patient. The bone graft provides a structure on which the patient’s own cells can grow and multiply. However, there is the risk of the patient’s body rejecting the graft. The graft site may also be in pain after the procedure if the doctor accidently cuts into a nerve. Bone grafts can be taken from the patient’s own body (called autograft), from a donor (called an allograft), or be a man-made substance. Bone grafts usually come from deceased donors that were in good health while they were alive. The health of the patient is strictly screened for and the donated bone grafts are kept frozen at donation banks.
	The cornea is the clear, dome-shaped part of the eye. There are three layers to the cornea – the epithelium, stroma, and endothelium. A cornea transplant can replace all three layers or just one or two of the layers. The transplant is done by making an incision in the side of the eye, removing the damaged tissue, inserting the transplant tissue, and then either sewing the incision closed or gluing it closed. Cornea transplant donors are deceased individuals that passed strict health and quality standards. Diseases that may require corneal transplants are cataracts, herpes, and a disease in which the cornea starts to take on a cone-like bulge. When a patient has cataracts, the cataract is first broken up by very small waves of energy and then these pieces can be suctioned out. Although there are two types of herpes, it is mostly herpes I that affects the cornea, although herpes II can migrate and affect the cornea as well. Corneal transplants can involve inserting something under the patient’s iris that becomes a permanent part of the eye. This insertion allows light to focus on the retina more properly so that vision is restored.
	Blood donation can be done as a whole blood donation (where all components of the blood are given) or as a donation of just one component of blood. The four components of whole blood are red blood cells, white blood cells, platelets, and plasma. The donation time depends on the type of donation and what is being harvested, but can range from 1 hour to 2 hours. Donating whole blood takes about 1 hour, with the actual collection time being about 10 minutes. Donating just a component of the blood (called aphaeresis) can take up to 2 hours. The red blood cells are important because they contain hemoglobin, which is a protein that transports oxygen throughout the body. Platelets help the blood to clot at wound sites. Plasma is the fluid part of blood and comprises about 55% of the blood volume. Plasma also helps with clotting. Double red blood cell donation can also be done and this requires special criteria from the donor – they must have high hemoglobin levels. In this procedure, the red blood cells are separated from the rest of the blood and collected, while the rest of the blood is transfused back into the donor with some saline. This can leave the donor feeling more hydrated than they previously were.
"
126,413,1009,1,k2,"CORNEAL TRANSPLANTS
3 layers of cornea:
-	epithelial (outer), endothelial (inner), stroma (middle)
-	each helps focus the eye
cornea facts
-	on the outer layer of the eye
-	no blood vessels therefore gets nutrients and oxygen from tears
surgery
-	called keratoplasty
-	types: penetrative surgery: replace all layers, ____ surgery: replace 1 or 2 layers
-	reasons: reduce pain, better vision, improve appearance of damaged/diseased cornea
-	relatively low wait time because there are many posthumous cornea donors

BONE GRAFTS
Overall
-	surgery that replaces bone tissue, generally in hip, knee, or spine
-	reasons inc. back pain, cancer (where surgeries have permanently damaged bone), degraded bone, athletes, etc.
-	rigorous medical history screening for donors
-	types: autograft, allograft, and artificial bone tissue graft (benefits of latter include lack of a waiting list and lower risk of infection and rejection )
Autograft
-	from own body
-	generally from hip (or other nonessential bones, not knees)
-	benefits: live bone, lower risk of rejection/transplant complications, don’t have to wait for donor
-	risks: second surgical incision (therefore increased pain, possibility of infection)
Allograft
-	from other body (generally posthumous donations)
-	screened (4 HIV cases from fresh frozen, 0 disease transmissions from freeze dried – now most common method), cancer history not allowed to donate, generally from young, disease-free adults (posthumous)
-	benefits: only 1 surgery on patient (therefore lower risk of infection, lower pain, etc.)
-	risks: longer wait times (few donors), higher risk of rejection, possibility of infection from donated bone tissue (however, low)

BLOOD DONATION
Screening
-	HIV risk (now very low due to good screening) and Creuks-Jacobs (human mad cow) risk (if in contact with affected patient, may not donate) very low
-	Minimum age (16 or 17 depending on state) and weight limits (upper limit often determined by donation chair/bed, if at all) because development and body weight affects possibility of side effects (fainting, exhaustion, anemia, etc.))
-	Many screening questions, medical history screening
-	Cannot donate during pregnancy/6 weeks after, for 1 year following a transfusion, while healing from surgery, and other conditions without a doctors’ express permission
Uses
-	Transfusions (blood can last weeks to up to a year, depending on method)
-	Remove certain cells (i.e. in cancer patients, such as those with leukemia)
Process
-	Large needle used to prevent damage to blood cells
-	Blood goes through clean plastic tubing into flexible bag (where it is collected and sealed)
-	Blood is sent to a large screening center to ensure it is safe and disease-free
-	Fluid levels return to normal within a few days, different cell levels within a few weeks
Blood Type
-	A, B, AB, O (Universal)
-	Locations often correlates with type (40% US is type O, Europe largely type A, Asia/South Asia largely type B and AB)
-	Also Rh+ and Rh- (+ can accept both)
-	Accepting the wrong blood type can lead to nausea, skin yellowing, pain, etc.. and possibly even death
Removing certain types of cells
-	Can only remove certain types of cells, and return majority of fluid/other cell types to donor (therefore can take more of any one cell type)
-	Used to treat certain diseases such as leukemia
-	Usually 1 needle per arm, blood flows through machine to be separated then returned. If veins are too small, needles can be put on 1 or both sides of the neck

"
127,414,1010,1,k2,"-Blood transfusions are used for patients who need surgery
-A healthy human can donate about a pint of blood and be ok
-The body recovers fluids within 24 hours and will recover the lost red blood cells in a few weeks
-One method to get blood is apherisis (sp?). This is when blood from the whole body goes through a machine and separates parts of the blood. This makes it easier to get certain parts of the blood, such as plasma, red blood cells, or platelets
-Another method to get blood is to acquire it using a needle. This is the more common way
-The needle helps keep the red blood cells from being damaged
-The blood is usually stored in a flexible plastic bag 
-Bone grafts are used to repair tissues in the body
-There are 2 types of bone grafts – allograft and autograft
-An allograft is when bone is taken from someone else, autograft is when bone is taken from the person
-One positive aspect of allografts is that the patients dont need to have 2 surgeries. This is also positive because it would cost them less money as well
-Although an autograft requires 2 surgeries, it is sometimes recommended because there is less of a chance that the body will reject the bone graft, since it comes from the patients own body
-autografts often do a better job of growing fresh bone 
-to perform the surgery, doctors usually take a section of bone from nonessential bones, such as the hip. 
-patients can sometimes feel pain from a bone graft surgery, but since medicine has become more advanced, this is less likely
-many people are donating their corneas after they die, so those who need corneas won’t have as long of a wait as those who need kidneys or other organs
-corneas have no veins or blood vessels, they absorb oxygen from ears
-corneas have 3 layers, endothelium, epithelium, and stroma. 
-not all surgeries penetrate all 3 layers but, they can.
-one corneal disease is keratoconus. This is when the cornea is coned shape. The cause of this disease is still unknown, but it is thought to be genetic because if your parents had this disease, there is a 50% chance that you will get it. The coned shape cornea will caused blurred/damaged vision, which is why you would need a transplant if you had this disease 
-corneas play a large role in focusing 
"
128,416,2004,1,k2,"Bone grafts can be done from individual or donor.  Recovery and pain may be more prevalent when bone comes from individual because it requires to surgeries.  Body may reject bone from donor.  Common areas within the body for bone transplants are done include knees, lower back and legs.

Cornea transplants could be transplant of total eye or one of three layers.  Cornea transplants are more common and require less waiting time because corneas are harvested from dead people.  Corneas do not gain nutrition from blood supply but rather from oxygen in tears.  Transplants are done for damaged or diseased eyes.

Blood transfusions are safer now because of testing done to check medical history from donors and way in which blood is withdrawn.  Blood can be separated time of transfusion to remove white blood cells as some may be allergic to white blood cells.  Types of blood include A, B, AB and O.  O is universal type of blood.  Different geographic regions may have more prevalent type of blood.  Asia and India – Type A.
When babies are born a small percentage may have a liver function issue to remove billrubin from blood.  This requires a regular transfusion to remove.  Blood can be stored for many years in either a live state or freeze state.  Less likely to transmit disease in freeze state.  
"
129,417,2005,1,k2,"Bone Grafts: come from used for knees, hips, spines.  3 types: from self, a donor (deceased), man-made material.  Donated material is checked for diseases and other things that make it not suitable; it is frozen and kept tip needed at a bone tissue bank.  When needed a deep cut is made in the bone and the graft material inserted; the graft material provides a structure for new growth of bone.  A doctor can inadvertently cut a nerve which can result in chronic pain.  Additionally there is a small possibility that the graft will be rejected by the body.

Blood donation: Humans have 4 blood types: a, b, ab or o.  O is a universal donor material that can be used by anyone; AB is a universal receiver - it can have transfusions of any of the blood types.  Blood donations are normally whole blood, but there are specialized donations of just red blood cells, platelets or plasma - one is hooked to a machine and this process extracts the desired ingredient and the remained is injected back into the donor.  Some people are allergic to white blood cells in a transfusion and that is a reason they are sometimes removed.  After the blood is donated it is normally stored in a flexible plastic bag; it has anti-clotting agents added and is refrigerated; donated blood can be kept up to a few years.  Blood donors are tested for diseases (HIV for example) and disqualified from donating.  A blood donor regenerates the fluids removed in a day and the blood cells in about a month.  People under 110 pounds are disqualified, as are pregnant women up until 6 weeks after the birth of the child.  There is no maximum weight limit for a donor except if the weight is too great for the chair they will be using.  A blood donation is normally about a pint.  Dizzyness is a potential after effect of donating blood, more common in people with low weight.

Corneal Transplants:  the cornea consists of three layers:  ehelium outer layer; stoma middle layer, and exhelium inner layer.
The outer layer protects the cornea from physical damage, it extracts oxygen from tears to nourish the cornea, and one other thing.  The middle layer is about 90% of the thickness of the cornea and is made up of about 100 layers.  Corneal transplants can replace the entire cornea or just some layers.  If the entire cornea is replaced, the new cornea is held in place with very thin nylon suchers. If just the top layer is replaced it is also held in place with thin nylon suchers.  If just the bottom layer is replaced, a bubble of air is inserted under it and that holds it in place until it heals.  Transplants take a long time to heal - up to a year, and the suckers are often left in that long.  It may often take up to a year for full vision acuity to return.  Many people allow their corneas to be harvested when they die, so there is typically not a long wait for a transplant."
130,418,2006,1,k2,"Blood can be donated by persons age 16-17 depending on state.
Whole blood can e taken from a vein and deposited in a pouch.
Or blood can be separated into components and stored for use.
Blood contains red blood cells and white platelets.
Blood can be refrigerated to prevent coagulation.
Blood can be type A,B, or O; O is most common, about 40 percent
  Of people have type O.  Percents depend on geographic areas.
Persons who weigh less may be more affected by donating blood,
Becoming dizzy or having some reaction.
Donated blood is checked for certain complications like HIV,
Hepatitis, etc.
Blood can be negative or positive and it affects the matching
Opportunities between donor and recipient.
A blood donor restores lost fluids  within 48 hours, and red
Blood cells over a period of days.

Bone grafting can be allygraft (  from another person),
Or autograft (from another part of the body).
Grafting can be helpful(restorative) after surgery that has
Affected the bone or injury to the bone.  Sometimes the grafting is rejected.
"
131,419,1011,1,k2,"Bone grafts – allografts are from other people
-	largely come from deceased
-	special screening and immaculate conditions needed to prevent contamination
		Autografts are from your person
-	require two surgeries, usually get unnecessary bone, example was from the hip
-	wont be rejected
Largely used in hip, knee, and spine surgery
Used to repair bone, tendons, and cartilage
Athletes use it to grow new bone
People who get spine surgery use it to improve density and strength of bone

Corneal transplants – there are three layers of the cornea, epi-, endo- (most inside), and stroma (middle)

Kerato- seems to be the prefix for cornea

Transplants come from the deceased and are fairly popular meaning shorter waiting times for patients

There are multiple diseases that might need a corneal transplant, examples: Keratoconus (cone-shaped cornea), post cataract surgery if damaged, and another one I cant remember the name of about the innermost layer having cells deteriorate and blistering and swelling 


Blood donation- taken with large needle to prevent damaging useful red blood cells
		Apheresis is another type of extraction method
-	uses a machine
-	separates out red blood cells, plasma, and platelets for specific purposes
Can donate 1 pint in a sitting
Liquids are replaced by the body within a day and the red blood cells within the next few weeks

"
132,421,2007_2,1,k2,"Learned three types of bone graft: allo, auto, and artificial. Two types of cell have different functions: osteo--- ones build up bone, other  osteoclastic  breaks down bone. The goal is to have cells generate new bone.   Source of bone from other (deceasd) donors are prepared to be free of disease, infection, etc. 
Pain can result from surgery (esp. if nerve cut or damaged). Crest of pelvis good source of cells or bone. 



Three layers of the cornea (which is clear and has no blood supply, so gets oxygen from tears).  Epithelial, endothelial, and ?stoma. Most transplants from deceased donors (most common types).  Can have partial (different layer) transplant.  Can restore lost vision.  
"
133,422,2008,1,k2,"Corneas have 3 layers, the epithelial, the stroma, and the endothelial. Only the epithelial layer has the ability to regenerate. The epithelial layer is the thinnest layer. The stroma is about 90% of the cornea in thickness. The purpose of the epithelial layer is to prevent objects from entering the eye and to help focus light. It is sensitive and that helps prevent injury. It also absorbs nutrients from the tears since the cornea does not have blood vessels. The stroma has a large number of layers. If one layer is damaged or diseased, a medical procedure can replace just the damaged layer. Some stroma cells can do some repair. The endothelial layer can stretch to cover damaged or diseased cells, but this reduces the transparency of the cornea. Corneas can be replaced using donated corneas. These come from deceased persons. More corneas are donated than other organs so people needing cornea transplants do not need to wait long. The transplant is done with a tiny instrument that looks like a tiny cookie cutter. After the epithelial layer is operated on, it is joined with nylon sutures. They can be left for weeks or even permanently. Just a few of The stroma layers can be operated on at one time if needed. When the endothelial layer is operated on, the surgeon may use a needle to force a small bubble of air between the stroma and endothelial layer to force the endothelial layer into place. It is not sutured and this allows it to heal faster.

Blood donations are used to get needed red blood cells, plasma, and another item. The red blood cells can be damaged while withdrawn so a large needle is used to prevent that. The blood is stored in flexible plastic bags. A procedure can draw blood and separate it into blood cells, plasma or other and retain only the needed part. A donor can donate a pint of blood and will regenerate it in 24 hour. 

Bone grafts can be 12 inches long. Bone is regenerated from live cells. One article also described artificial bone that can help a destroyed bone to regenerate. The bone graft can be from the patients own bone and is usually taken from the pubic area. Bone marrow can be used to help regenerate bone. If a surgical operation is needed, the patient will take longer to heal. If bone marrow is used, the surgeon can extract the marrow with a needle and insert it with a needle. This will result in shorter healing time. Bone has two layers.
"
134,423,2009,1,k2,"Bone graphs are used to repair damage.  The sources can be from the same patient called an autograph or from donor called an allograph or synthetic.  Doctors may cut into the bone area and the after effects may be painful to varying degrees.  The source of material from others is usually a deceased person who has agreed to be a donor.

Eye part transplants are done to correct various deficiencies that impact vision.  Most conditions are due to hereditary conditions but some come from infections such as Type 1 herpes. Cornea transplants can involve up to three layers. For the inner layer, the doctor will insert a device that sonically destroys the inner layer for easy removal. Replacement  can be from a donor or synthetic. 

Blood transfusions can involve whole blood or components such a red, white platelet or plasma . The component donation takes longer and includes returning the uncollected portion back to the donor. This return portion is supplemented with saline solution to maintain the donors blood pressure.  If donating platelets the patient is asked to stop taking aspirin.

The shelf life of these donated components varies from days to years.  The advantage of self donation is avoidance of tissue rejection.  In the case of materials received from others, special attention is paid to match patient to donor to minimize rejection. 


"
135,424,1012,1,k2,"-there are 3 different layers in the cornea
-the top layer is the epithelium
-the bottom layer is the endothelium
-the middle layer is the stroma
-any combination or single one of these layers can be replaced in a cornea replacement
-the stroma is made up of 200 individual layers
-during a cornea transplant, not all of these layers may be replaced; only the damaged ones will
-the stroma has a perfect balance of fluid pumped into and out of it
-if this balance is upset, the surface of the stroma will be come cloudy instead of transparent and vision will be compromised
-when replacing the bottom layer of the eye, an air bubble is injected to hold the transplant in place
-when replacing the middle and top layers of the eye, nylon sutures are used to secure the tissue
-these sutures can stay in the eye anywhere from 3 months to a year to permanently
-because there is no blood flow in the eye, it takes a long time for the tissue to heal
-bone grafts can come from donated tissue or your own tissue
-bone graft unions are weaker for smokers
-people waiting for cornea transplants do not have to wait as long as those waiting for other organ transplants
-following a bone graft, patients may be prescribed pain medication
-applying heat to a healing bone graft may make it heal faster
-cornea transplants are relatively short, outpatient procedures
-blood donation can occur one of 2 ways; either all blood components are taken from the donator or the blood components are put through a machine to separate it into its basic components
-blood is made up of red blood cells, platelets, etc.
-when bone grafts come from another person, medical facilities screen the donors medical history in order to make sure the bone graft is not diseased
-cornea transplants come from deceased donors
-most humans can donate 1 pint of blood at a time safely
-fluids lost from blood donation are replaced within 24 hours of donation
-red blood cells lost from blood donation are replaced within 1-3 weeks
-healthcare workers must sanitize the skin area that blood is drawn from
-a large needle is used to draw blood for donation
-large needles are used so as not to cause shearing to the flow of the red blood cells
-blood donations are collected in flexible plastic bags
-bone graft donations are frozen after they are screened
-the top layer in the eye absorbs oxygen from tears in order to get nutrients
-the epithelium in the eye is self healing
-the endothelium in the eye can stretch when damage occurs
-bones are made up of osteoblasts and osteoclasts
-osteoclasts are responsible for creating new bone cells
-osteoblasts are responsible for tearing down old bone cells
-bone cells are created in bone marrow
-when bone grafts are taken from your own body instead of a donor, surgeons usually use bone from your pelvis
-scientists have been searching for a synthetic material to use in bone grafts instead of real bone; however real bone still works the best
-bone grafts may have trouble healing in patients that are exposed to radiation or chemotherapy
-
"
136,425,1013,1,k2,"Blood Donations:
-There are multiple different types of ways you can donate blood. The most common is whole blood donations. 
-When you donate whole blood you usually donate about a pint. The blood taken will be replenished within 24 hours.
-Whole blood donations take about an hour total, with the donation part only taking 10 minutes.
-You can also do a double cell donation, where you re donating blood cells. There are more rules to be able to donate this, but 1 double cell donation can help between 1 and 4 transfusions, where as it takes 3-4 whole blood donations to count for 1 transfusion.
-Double cell donations take about a half hour longer than whole blood donations
-You can also donate platelets and plasma.
-Donating plasma doesnt hurt you at all, many people have this done. The needle will take out the plasma and put all the cells back into you after the donation.
-Plasma donations will take longer than both whole blood and double cell donations.

Bone Graft:
-These are mainly done with bones of deceased people. There is a tissue bank that preps all the bones to make sure they arent contaminated, and then they are sent for bone grafts.
-You can place a piece of the bone wherever you need the new cells, and cells will start to form. Or you can do this with the bone marrow instead.
-Healing time for bone grafts depends on the size of the graft. 

Corneal Transplants:
-You have to wait the least amount of time for these, since many people are offering to donate their corneas.
-There are 3 layers to the cornea, and most surgeries you only donate one or two layers, but some surgeries you can donate all of them.
-The cornea is the dome shaped part of the eye, and deals with all the focusing of your vision, so if you start to lose this focusing , you begin to have a lot of difficulties seeing.
"
137,426,2010,1,k2,"Blood transfusions are extremely common all over the world and are used to supplement the needs of sick or injured people.  A  standard  blood draw is taken from a prominent vein usually from the inside of the elbow and is done with a large needle to keep the red blood cells from being damaged  as they would be with a small needle. If only red blood cells are extracted they usually go into a small tube for tests.  If other parts of the blood are needed such as separate red blood cells, plasma, or platelets a machine called an apheresis is used to separate the three components and the blood that is left is stored in a sterile plastic bag and put back into the donor.  Giving blood is  very common and the fluid is usually replaced within 24 hours.  Red blood cells are replaced in 1-2 weeks.


Bone grafts have become very common for the repair of diseased, broken or damaged  bones, ligaments and tendons.  A storage facility under extremely low temperature stores bones taken (usually for corpses) for use when needed for use on a live person..  a depression as one example is put into a damaged bone  cleaned and sterilized and the donor graft shaped and fit into the place it is needed.    A graft from a storage unit is called an allgraft and one from the same person is called a self graft.  Infection is watched for carefully and the bones will slowly grow together giving the individual use of the damaged part.
"
138,427,1014,1,k2,"Allographs can be somewhat dangerous because you body might not accept the transplant.
Autographs are usually taken from the hip, not the spine or knee.
O blood is the universal donor.
AB blood is the universal receiver.
Blood donations are put in flexible bags. 
Aphersis takes 1-4 hours.
Apheres can be used for cancer patients, like those with leukemia, because it filters out bad blood and can put the good blood back in.
During apheres, two IVs are hooked to the veins, and sometimes it goes in the neck because the person may have weak veins. 
People must weigh 110 pounds to give blood.
There’s no weight limit for giving blood, except some have restrictions on how heavy you can be to sit in the donation chair.
You are more likely to get struck by lighting or stung by a bee/wasp than get HIV from a bone graft.
You have a 1 in 1.57 million (something like that) chance of contracting HIV from a bone graft. 
After you give blood, your fluids will return to normal in 48 hours and your red blood cells with return in several weeks.
You cannot give blood if you are pregnant, just had a baby, or are nursing. 
Some babies have jaundice, which is having too much bublin in your blood and your liver cannot quite process it correctly.
Jaundice is characterized by yellow skin and yellow eyes. 
Jaundice is easily treatable because it is diagnosed early.
The placenta helps process the blubin before a baby is born.
O blood is only given to patients who need it immediately and they do not have time to test for blood type. 
"
139,428,1015,1,k2,"Donation and Medical Transplants

Blood Donation: There are a variety of methods in collecting blood. Regular donation, double red blood donation, plasma donation, and platelet donation. All donations are stored similarly but some may last longer than others. Platelet donations can last about 5 days frozen. Plasma donations, frozen, can last up to 10 years. Double blood donations can last a few days. For donations that require separation, aphaeresis is used. Regular blood donation periods last roughly 20-30 minutes. A double blood donation lasts longer, but there are more stringent qualifications for donors: for example, they must have a higher hemoglobin count and meet certain height and weight standards. Additionally, double blood donors have to wait much longer, around 4 months, to donate again. Regular blood donors experience fluid restoration within 24 hours and red blood cell restoration a few weeks after donation (roughly 3 weeks). Plasma donations can take up to two hours, but donors can donate again after just two weeks. Platelet donation takes roughly 75 minutes. Because platelet donations are in high demand for those with cancer and autoimmune diseases, doctors recommend people donate with that in mind – that they need to be used quickly in order to not be wasted. Patients in need of certain surgeries who want to utilize their own donations may do so, but they have to donate in a certain timeframe (4 days before surgery is not acceptable). Plasma in particular is a liquid that makes up 55% of blood itself. Platelets are useful because they help with clotting and healing. All donations must go through testing to insurance certain diseases are not present. AB blood types can donate to everyone regardless of recipient blood type. 

Bone Graft: Bone grafts are crucial for healing fractured or recessed bones, as well as tendons. Areas most affected are hips, knees, ankles, elbows, and wrists. A bone graft can help to lay down a structure for new bone to grow as well as connect disconnected bone pieces. Most often people receive bone grafts from deceased individuals, who gave prior consent legally. When an individual receives a bone graft from another person, it is called an allograft. When a person receives a bone graft from themselves, it is called an autograft. There are complications, however, such as the graft being rejected or chronic pain localized to the graft site due to nerve damage. Bone graft material is frozen until it needs to be used. 

Corneal Transplants: Keratoplasty (also known as corneal transplant) is used when the cornea is too diseased or no longer operating optimally. Diseases such as hepatitis keratitis (type 1, type 2) affect the cornea. Type 1 hepatitis keratitis often occurs in children but can occur in adults, and involves a topical ointment as treatment or an oral medicine. In this case a corneal transplant is not needed. Moderate cases usually involve a build-up of dead corneal cells and discharge, sometimes only when asleep; in extreme cases, blisters can occur, and there is generally more pain and discomfort. 

When just part of a cornea requires surgery, a lamellar corneal transplant is performed. Often donations come from deceased individuals who gave prior consent (and donations are on the rise, so many dont have to worry about waiting for a donation). In cataract surgeries, some operations entail creating a slit in the cornea.  Cataracts are thin membrane lenses located over the cornea. The epithelium is the outermost part, the endothelium is the innermost part, the stroma is responsible for hydration. 

There is another corneal disease in which the cornea takes on a cone-like shape, which causes blurry vision, problems with depth perception, and pain. It tends to develop over 10-20 years,  and severity varies. It is hereditary; a person with at least one parent to have it is 50% likely to also develop the condition although it can occur without a genetic predisposition. Technologies like site(?) lamps and computer corneal mapping help to diagnose it, although subtle cases require more testing. 

Researchers in Sweden, among other nations, have recently discovered a process by which to create synthetic corneas. The technology proves useful because there is a lower likelihood of transmitting diseases and rejection. 
"
140,429,2011,1,k2,"Blood donation can be done about every 8 weeks.  Cells are replaced in 8 weeks and fluid is replaced in a few days.  The needle used is large so that cells are not damaged in the process.  The skin is cleaned and stretched before the needle is inserted.  The process of apheresis allows the component parts of the blood to be separated and used for different purposes.  The blood is collected in a plastic bag and stored for later use.  

Bone grafts are done to replace tissue that has been damaged or diseased.  Bone can be lost due to diabetes or to smoking.  Nicotine acts like a poison to bone tissue.  Bone can be used from the patients own pelvis, as an allograft.  That is using ones own bone rather than donated bone.  When donated bone is used, it is harvested and checked for disease and stored, sometimes as powdered bone.  Bone can be used to help secure an artificial joint such as a knee or hip.  The graft grows around the new joint.  It is also used in spinal surgeries where diseased tissue is removed, as with spinal fractures or injuries that are then replaced or stabilized. Bone grafts can be very large pieces or can be small or powdered material. After a graft from a donor, the patient may need to have medication such as antibiotics or chemotherapy to help reduce the chance of rejecting the tissue.  In some cases, bone marrow cells can be used instead of bone cells.  These will grow and create new bone tissue.

Corneal transplants are among the most common transplant surgeries.  Many people are much more willing to say that their corneas can be harvested than, for example their livers or other organs.  So cornea transplant patients generally dont have to wait so long for their surgery.   The cornea is in three layers, the epithelium, endothelium and the stroma.  The cornea has no blood supply, so it gets its oxygen from tears in the eye.  Surgery an be done on the entire organ, or on each individual layer, depending on which layer is diseased or damaged.  On the epithelium, a scratch can often heal without treatment.  The endothelium or inner layer, functions as a pump to move fluid through the stroma.  If fluid accumulates in the stroma, it can become hazy, and less transparent.  The outer layer acts to focus light, the stroma conducts that light, so it must stay transparent.  When the  surgeon works on only one or two layers, that is a keratoplasty.  He or she can even remove just part of one layer.  The outer layer is composed of six layers of cells.  The middle layer is composed of about 20 layers of cells.  Surgery on the outer and middle layer is secured with nylon sutures that remain in place for several weeks.  The length of time is because of the lack of blood supply.  The inner layer will not have sutures, but is secured by the doctor injecting a bubble of air to apply pressure to that tissue.  This allows the tissue to heal around the air bubble.  After surgery, vision continues to slowly improve over time as the tissue heals.  
"
141,430,1016,1,k2,"Bone Grafts
Bone grafts are used in patients who have had fractured bones or bone loss due to illness – such as cancer. The bone graft allows for a foundation for healthy repair and growth of bone tissue. There are three types of bone grafts discussed in this article: allografts, autografts, and man-made tools. Allografts are provided from external donors, usually after the donor has died. The donor consents prior to death to providing bone tissue for those who need it once dead. Autografts are provided from the patients own body, from a location of health tissue. Finally, in some cases, a doctor may use a man-made tool as a bone graft. In each case, the grafts are frozen and stored to prevent infection and transmission of disease. The grafts are checked for compatibility with a patient. The two main problems with bone grafts which are discussed are rejection of transplant and chronic pain at the site of surgery. The latter can occur during surgery. When the surgeon makes an incision at the site of transplant, if nerves are inadvertently cut, it can lead to chronic pain.

Cornea Transplants
The cornea is the surface of the eye, and it protects the eye. The cornea does not have blood supply, so it uses tears. This also means that the cornea takes a long time to heal. There are three layers of the cornea: epithelium (the outermost layer), stroma (middle layer), and endothelium (innermost layer). The stroma is primarily made up of water and collagen fibers. Damage to these collagen fibers is serious and will require plenty of repair. The epithelium has three main functions. Firstly, it protects the eye from debris and damage. Secondly, it collects nutrients from tears and distributes these nutrients to the rest of the cornea. Finally, the epithelium is responsible for focusing in vision. The epithelium is somewhat regenerative – if there is a minor scratch, the epithelium is capable of healing. However, if surgery is required, a lamellar kyratoplasty is used, and there is no suture required. A lamellar surgery is used if there is damage to one or two of the three layers. If there is damage to all three layers, a penetrating kyratoplasty is used. With the penetrating surgery, a nylon suture is used. In a lamellar procedure, if there is damage to two layers, a suture is also used. The surgery itself is performed using a tool which looks like a cookie cutter. A cornea transplant is considered an outpatient surgery. This means that the patient arrives at the hospital, goes through surgery, stays in the hospital for a few hours after the surgery, and leaves the hospital. There is usually no overnight stay involved. Healing from a cornea transplant can take a couple of weeks, but sometimes, the process may take much longer. Some people require a year or more to regain full focusing capability with the eye. More donors today are making their corneas available post-mortem, which means that patients who require transplants do not have to wait as long as they once might have. The process is also less complicated as it used to be because it is possible to perform surgery and remove only the diseased areas. It is possible to leave the healthy areas intact while performing surgery on the diseased layers. 
"
142,431,2012,1,k2,"Bone grafts are divided into two types, allografts and autografts. An allograft comes from another person; an autograft from the patient him- or herself. The advantages to an allograft are that there is no need for a second incision to get the patients own bone. Also, the bone is carefully examined for compatibility and freedom from disease. The advantages to an autograft are that the bone is the patients own and is less likely to cause rejection. IF an autograft is used, the patient then has two surgical sites to heal, which may delay healing.

Blood transfusion is the process of removing blood from one person to be used by that same person (as in after surgery) or another compatible person. Blood has 4 types: A, B, AB, and O. These blood types differ in the amount of A and B antigens which are present. Type O blood is termed the “Universal Donor” as this blood type may be given to any of the 4 blood types. The AB blood type is known as the “Universal Recipient” as they can receive blood from any of the four types. A large needle is used to draw the blood for a transfer to avoid damaging the blood cells.

A cornea transplant is the act of replacing all or several layers of the transparent cornea on the front of the eye. This layer has no blood cells and is nourished through oxygen from tears. The cornea is the part of the eye primarily responsible for focusing. When it becomes damaged, a replacement can restore functionality. The cornea has three layers (though I dont remember the names of the outer and inner, the middle is the stoma). 
"
